Name,key,Style,Style Key,Brewery,Description,ABV,Ave Rating,Min IBU,Max IBU,Astringency,Body,Alcohol,Bitter,Sweet,Sour,Salty,Fruits,Hoppy,Spices,Malty
Gotlandsdricka,3756,Smoked Beer,86,Jester King Brewery,"Notes:Gotlandsdricka, meaning “Drink of the Good Land”, is believed to have been the beer of the Vikings. Our rendition of this ancient style is inspired by the traditional farmhouse ales once brewed on the island of Gotland, off the coast of Sweden. Unfiltered, unpasteurized, and naturally-conditioned.	",6.6,3.67,20,30,32,37,14,24,45,77,8,44,36,118,38
The Cowboy,3757,Smoked Beer,86,Evil Twin Brewing,Notes:,5.5,3.76,20,30,26,29,7,40,23,37,7,44,63,91,62
Sunturnbrew,3758,Smoked Beer,86,Nøgne Ø - Det Kompromissløse Bryggeri A/S,"Notes:Brewed at the solstice each year since 2008.This smoked barely wine is brewed with 30% smoked malt and 20% rye.26° Plato, 50 IBU,	",11,3.88,20,30,14,48,30,34,107,14,7,35,31,97,86
Charkoota Rye,3759,Smoked Beer,86,New Holland Brewing Company,"Notes:Charkoota Rye - Smoked Doppelbock LagerCharkoota Rye is a Smoked Rye Dopplebock. Charkoota Rye's malty backbone is derived from a blend of rye and four other malts, including malted barley smoked over cherry wood by our very own brewers, John and Jeff.Its smoke-forward body is balanced with tones of deep mollasses and caramel, with a crisp, clean lager finish. 19° Plato, Alc. 7.75% by Vol.	",7.79,3.64,20,30,29,64,29,38,98,32,1,32,21,139,145
Samuel Adams Bonfire BlondeBoston Beer Company (Samuel Adams),3760,Smoked Beer,86,Boston Beer Company (Samuel Adams),"Notes:If you love smoky beers, Bonfire Blonde is as good as it gets, with a rich vein of smoke running from the first sip to the last. This pale gold, medium bodied ale is balanced by Samuel Adams ale yeast and our favorite Mittelfrueh hop for a tart taste and finish.	",5.5,3.5,20,30,15,30,4,19,30,15,4,7,26,90,53
Holger Danske (with Kissmeyer),3761,Smoked Beer,86,Hill Farmstead Brewery,"Notes:Smoked Brown Ale	",7.5,4.16,20,30,21,97,15,48,61,7,0,1,33,111,108
Hemel & Aarde,3762,Smoked Beer,86,Brouwerij De Molen,"Notes:Hemel & Aarde is brewed with the most heavily peated malts we could find. Not for the fainthearted. This powerful brew overwhelms you with smoke, chocolate and coffee. Flavour indication: smoke, chocolate, coffee Translates as Heaven & Earth	",10,4.05,20,30,8,93,33,44,57,4,3,13,24,62,99
Bar Fly,3763,Smoked Beer,86,Midnight Sun Brewing Co.,"Notes:Smoked Imperial Stout brewed with smoked malt, molasses, brown sugar and aged in Bourbon barrels.Somber and smoky, BARFLY saunters into the room slowly. Thick smoke. Cool swagger. Good wood. Too much brass. Sticky leather. Slow glances. Lingering looks. The only thing that didn’t make the glass was maraschino cherry. Bring your own and wear out your welcome.Malt: Smoked maltOther: Molasses and brown sugarIBU: 45	",11.6,4.3,20,30,7,111,64,46,96,11,1,26,12,82,131
Hank On Rye,3764,Smoked Beer,86,3 Floyds Brewing Co.,"Notes:This beer, created in honor of Henry Chinaski, was a collaboration between Three Floyds and Jonathan Cutler of Piece Brewery. Its delicate, spicy, smoked character is derived from a portion of smoked and rye malts. Formerly known as Ham On Rye.	",6,3.79,20,30,11,48,10,29,52,13,6,13,35,125,103
Grodziskie,3765,Smoked Beer,86,Professor Fritz Briem,"Notes:Grodziskie or Grätzer is a Sour Smoked Wheat Ale that was brewed in the 1900s in East Prussia and dates back to as early as the 15th century. It was named after the Polish town of Grodzisk Wielkopolski or Grätz in German.Our historic version is brewed according to the German Purity Law with air-dried barley & beech smoked wheat malt and hopped with Perle & Saaz.A sour mash is created using the old and forgotten technique called ""Digerieren."" Finally, a three month aging & maturation process creates a complex sour, smoky & heavily hoppy wheat ale.	",4,3.76,20,30,28,53,11,14,47,102,5,47,21,82,84
Samuel Adams Smoked LagerBoston Beer Company (Samuel Adams),3766,Smoked Beer,86,Boston Beer Company (Samuel Adams),"Notes:This traditional rauchbier’s delicate balance of beechwood smokiness and toasty malts make it the perfect beer for sitting around a fire pit with friends or warming up on a chilly night.	",5,3.71,20,30,15,32,4,22,33,3,2,4,31,100,68
Viking Metal,3767,Smoked Beer,86,Jester King Brewery,Notes:,8.3,4.04,20,30,17,29,15,9,16,77,2,35,31,54,16
"Bloed, Zweet & Tranen",3768,Smoked Beer,86,Brouwerij De Molen,"Notes:Smoked Stout. A combination of English peat smoked malts and another smoked malt from Bamberg, Germany.	",8.4,3.91,20,30,14,87,25,39,76,12,5,16,38,113,112
LA-31 Boucanèe,3769,Smoked Beer,86,Bayou Teche Brewery,"Notes:LA-31 Boucanèe is our acknowledgment of the importance of the wild cherry tree to south Louisiana. Using cherry-wood smoked wheat we craft a surprisingly delicious and unique ale.	",4.5,3.37,20,30,14,25,8,8,45,29,0,27,10,70,46
Rail Dog Smoked Black Lager,3770,Smoked Beer,86,Thirsty Dog Brewing Company,"Notes:This lager has the most complex grain bill of any beer that we brew. In addition, we roast grains in our ovens and add our own proprietary apple smoked grain, for even more complexity. The final product is a smooth, easy drinking, lightly smoked, delicious brew. This dark, smooth, smoky lager has the most complex grain bill of any beer that we brew. Three different smoked grains along with our own hand roasted grains add to the delicious chocolatey, malty profile.IBU's = 24, OG = 16.5° P, FG = 4.1° PThis beer celebrates our region's heritage of the railroad and the many volunteers that keep it rolling. Step back in time and enjoy the rails with us. All aboard! Arnie, an Ohio born Irish Wolfhound, loves to get out and run with the big iron dogs.	",6.7,4,20,30,21,89,12,45,55,9,0,9,26,82,132
Rook & Vuur,3771,Smoked Beer,86,Brouwerij De Molen,"Notes:Premiant hop & Saaz as late hop.	",8.2,3.72,20,30,10,66,27,36,44,10,2,6,22,140,81
Charbonniere,3772,Smoked Beer,86,Brasserie Dieu du Ciel!,"Notes:Inspired by the German Rauchbier – smoked beers from the Bamberg region – Charbonnière is a dark amber beer with a distinctly smokey aroma, obtained by the use of wood-smoked malt during the brewing process. It is sustained by a slightly sweet malt backbone, permitting the smoked malt to express itself freely with every sip.	",5.4,3.8,20,30,14,37,8,20,42,10,2,9,12,123,72
Triomfbier Vooruit,3773,Smoked Beer,86,Brasserie Dupont sprl,Notes:,6,3.93,20,30,19,39,11,20,41,29,1,28,38,96,46
White Birch Tavern Ale,3774,Smoked Beer,86,White Birch Brewing,"Notes:Butter’s Tavern was a fixture of Concord, NH in the eighteenth century. Inspired by their loggerhead ale, we’ve created a Smoked Imperial Brown Ale. Hearty malts, with a nuanced smokiness and smooth finish create our interpretation of this historic ale. We hope you enjoy this slice of New Hampshire history.	",8,3.83,20,30,12,94,16,35,62,11,0,13,20,87,107
Grodziskie,3775,Smoked Beer,86,Live Oak Brewing Company,"Notes:Grodziskie resurrects the last indigenous Polish beer style to go extinct in the twentieth century. Originally borne out of necessity in the 11th century CE, to substantiate one's diet and offset lack of potable water for sustenance. Production ceased in Grodzisk in 1991. It is brewed using only oak-smoked wheat malt and assertively hopped like a pilsner. Even with a low ABV, the wheat malt delivers a full-bodied beer. The original Polish ale yeast strain ferments cold, alongside our lager yeast throughout lagering. Please enjoy this truly rare beer.	",3.2,3.67,20,30,26,65,17,26,16,34,2,12,39,95,70
Simple Malt Double Porter,3776,Smoked Beer,86,Brasseurs Illimités,Notes:,6.4,3.72,20,30,9,68,12,21,50,8,1,13,7,81,102
Adelscott,3777,Smoked Beer,86,Brasserie Fischer / Fischer Biere d' Alsace,Notes:,6.4,2.65,20,30,12,51,36,24,108,14,0,14,26,48,84
Burn The Ships,3778,Smoked Beer,86,The Able Ebenezer Brewing Company,Notes:,7,3.83,20,30,5,18,3,20,7,7,0,8,30,28,22
Anachronism,3779,Smoked Beer,86,Kent Falls Brewing Company,"Notes:A German/Polish style brewed with oak smoked wheat, fermented with our farmhouse yeast culture to provide a subtle and delicate smoke complemented by the earthy and piney dry hopping with German Tettnang.	",5,3.96,20,30,17,8,3,12,4,38,1,16,28,56,26
Rökporter,3780,Smoked Beer,86,Nils Oscar,"Notes:Hopped with Fuggles and Amarillo. 14.8° Plato.	",5.9,3.96,20,30,14,110,13,63,64,15,0,14,35,90,119
Rex Attitude,3781,Smoked Beer,86,Yeastie Boys,Notes:,7,3.45,20,30,13,38,39,17,21,11,5,13,16,91,40
Hogwash!,3782,Smoked Beer,86,Fullsteam Brewery,"Notes:Hickory Smoked Brown Porter brewed to be paired with North Carolina Barbecue.	",6.5,3.91,20,30,4,32,5,11,20,2,1,2,5,99,45
Smoked Red Ale,3783,Smoked Beer,86,West O Beer,Notes:,6.5,3.85,20,30,5,17,1,13,24,6,0,9,15,30,37
Beadeca's Well,3784,Smoked Beer,86,Thornbridge Brewery,Notes:,5.3,3.92,20,30,5,52,4,44,35,6,2,20,24,55,62
Bravoure,3785,Smoked Beer,86,Brouwerij De Dochter van de Korenaar,Notes:,6.5,3.76,20,30,24,48,11,27,61,54,2,50,37,84,60
15 Feet,3786,Smoked Beer,86,Off Color Brewing,"Notes:We brew this beer with 100% applewood smoked wheat to drink during brew days. Small so we can drink all day, but alluring enough to hold our attention. The only problem is no one makes applewood smoked wheat malt so we have to smoke it ourselves...which lengthens our brew day...so we need more beer. It's a vicious cycle of spicy hops punctuating sweet, ephemeral applewood smoke. And if you don't want to drink it, fine. We'll drink it all ourselves.	",3.2,3.96,20,30,8,16,4,3,13,10,1,9,5,38,27
Colossal Two,3787,Smoked Beer,86,Port City Brewing,Notes:,9,4.08,20,30,0,7,2,9,5,0,0,0,6,29,13
The Bellowsman,3788,Smoked Beer,86,Societe Brewing Co.,"Notes:Smoked Stout	",6.2,3.74,20,30,1,14,2,12,16,3,0,3,3,17,19
Hogwash,3789,Smoked Beer,86,Jackie O's Pub & Brewery,"Notes:The Jackie O's take on a breakfast beer, Hogwash was designed to taste like breakfast sausage. German smoked malt, local maple syrup, and lavender was used to evoke the thought of breakfast sausage.	",4.5,3.56,20,30,4,16,6,2,25,4,1,4,43,32,25
White Birch First Sparrow,3790,Smoked Beer,86,White Birch Brewing,Notes:,3.8,3.72,20,30,9,27,3,21,20,26,3,24,22,55,34
Piwo Grodziskie,3791,Smoked Beer,86,Schlossbrauerei Au-Hallertau,Notes:,4,3.58,20,30,22,37,1,16,29,91,1,36,20,61,58
Backyard Ale,3792,Smoked Beer,86,Flying Dog Brewery,Notes:,7.5,3.57,20,30,10,28,6,13,34,11,0,9,12,46,43
Frau Blucher,3793,Smoked Beer,86,Barrier Brewing Company,Notes:,5.4,3.86,20,30,6,6,1,4,4,1,0,1,6,28,7
Smoked Applewood Gold,3794,Smoked Beer,86,Moody Tongue Brewing Company,"Notes:The Applewood Gold is a beer true to its name in both hue and excellence. Taste and smell are powerful tools for nostalgia and mood-setting, where certain flavors and aromas can bear the sensor to faraway memories or bring them closer to home. We crafted this beer with sunshine in our minds - making its body light and vibrant enough to enjoy throughout the night, and well balanced to pair with a wide variety of foods from smoked salmon to grilled sweet Midwest corn.	",5,3.78,20,30,8,15,3,10,50,51,1,59,15,27,28
Black Cabin Smoked Ale,3795,Smoked Beer,86,Crown Valley Brewing & Distilling Co.,"Notes:The flavorful, smoky undertones of our smoked ale are enhanced by the chocolate, black and smoked malt.25 IBU	",5.6,3.18,20,30,10,24,14,13,28,4,0,2,17,88,57
Wild Fire Wheat,3796,Smoked Beer,86,Bootlegger's Brewery,Notes:,5,3.59,20,30,4,16,4,7,14,25,0,31,7,63,45
Class War,3797,Smoked Beer,86,Off Color Brewing,"Notes:Gotlandsdricka, which is a Swedish variation of Sahti.When vikings weren't drinking mead and pillaging, they would drink this high gravity smoked rye beer to kill time. Better that they were killing time than villagers. Our malt for gotlandsdricka is smoked over pear wood and then we add a bunch of honey to give it an extra kick in the skull.	",9.5,4.1,20,30,6,26,16,13,42,5,0,10,16,45,77
Smoaktoberfest,3798,Smoked Beer,86,Live Oak Brewing Company,Notes:,5.8,3.75,20,30,1,1,0,3,3,0,0,0,3,2,3
The Devil Made Me,3799,Smoked Beer,86,Adroit Theory Brewing Company,"Notes:Gacy. Manson. Dahmer. Inspiration for our smoked porter aged on Serano peppers. The peppers at a touch of fire; the smoke malt a touch of brimstone. Were they victims of their environment? Or did the devil make them? Roasty maltiness is followed by smoky elements and back of the throat, full bodied.33 IBU	",7.5,3.95,20,30,1,39,23,10,15,1,0,0,7,75,42
Piwo Z Grodziska,3800,Smoked Beer,86,Browar w Grodzisku Wielkopolskim,Notes:,3.1,3.75,20,30,16,23,3,8,16,18,3,13,20,48,47
Festina Pêche,5314,Sour - Berliner Weisse,122,Dogfish Head Craft Brewery,"Notes:In Festina Peche, since the natural peach sugars are eaten by the yeast, the fruit complexity is woven into both the aroma and the taste of the beer so there is no need to doctor it with woodruff or raspberry syrup. Just open and enjoy!8 IBU	",4.5,3.72,3,6,25,21,10,7,37,85,3,79,10,3,25
Hottenroth,5315,Sour - Berliner Weisse,122,Bruery Terreux,Notes:,3.1,4.07,3,6,27,25,7,10,16,136,4,69,13,2,42
Thumbprint Berliner Weiss,5316,Sour - Berliner Weisse,122,New Glarus Brewing Company,"Notes:Napoleon hailed this tart beer style ""the Champagne of the North."" A lively and elegant masterpiece this Berliner Weiss is a kaleidoscope of fresh flavor.	",3,4.18,3,6,58,27,6,5,83,181,5,124,16,10,53
1809,5317,Sour - Berliner Weisse,122,Professor Fritz Briem,"Notes:Already in the 1600s the Berliner Weisse Style Beer was mentioned in documents by the French reformers ""Huguenots"" as they crossed Berlin on their way to Flanders. In 1809, the Emperor Napoleon and his troops celebrated their Prussian victory with it.This Berliner Weisse Style Beer is brewed with traditional mash hoping [sic] and without wort boiling. This along with a traditional strain of lactic acid bacteria provide a fruity and dry but palateful character. A character that Napoleon and his troops characterized as ""lively"" and ""elegant"".Historic Signature Series:Forgotten styles brewed according to their historic recipes by Dr. Fritz Briem, of the Doemens Institute.	",5,4.12,3,6,39,33,9,12,55,129,2,80,17,10,29
Justin Blåbær,5318,Sour - Berliner Weisse,122,Evil Twin Brewing,"Notes:OMG! It's JUSTIN BLABAER!!! If you have ""Blabaer Fever,"" then this is the only cure. We stuffed so many blueberries into this beer- it's going to make you shout, ""Oh, Baby!"" This is dedicated to AVSB, A&F YFFL-EW, MW, RWM, BE, SS, RC.	",4.5,3.93,3,6,31,22,7,7,102,126,2,108,7,2,22
Bretta Rosé,5319,Sour - Berliner Weisse,122,Firestone Walker Brewing Co.,"Notes:Thirty miles north of Barrelworks lies the fertile Santa Maria Valley. Its warm days and cool marine layer-fed evenings allow for a cornucopia of fruits and vegetables to be grown in its rich soil. One of Santa Maria’s crown jewels is locally grown raspberries. We jumped at the opportunity to ferment fresh local raspberries with one of our Barrelworks creations. Behold Bretta Rosé! A low-alcohol Berliner Weisse style ale, acidified and matured in French oak puncheons for 6 months, is the foundation for this gem. Add 1000 lbs. of fresh raspberries, allow a secondary wild fermentation for 4 more months and voila (!), we have a crisp effervescent concoction, bursting with raspberry perfume and flavor, a rosé color, bracing acidity, and a clean and refreshing finish.	",5.3,4.42,3,6,60,21,15,4,102,168,3,112,22,3,18
Ever Weisse,5320,Sour - Berliner Weisse,122,Night Shift Brewing,"Notes:Ever Weisse is a mixed fermentation sour ale aged with kiwis, strawberries, and hibiscus. With fresh, bright notes of kiwi, strawberry, and hibiscus, it’s hard to imagine yourself anywhere else but in the sunshine while sipping on Ever Weisse.	",4.5,4.28,3,6,24,23,7,4,34,123,2,113,26,2,23
Deesko!,5321,Sour - Berliner Weisse,122,3 Floyds Brewing Co.,"Notes:A Munster-style Berliner Weiss. Tart, refreshing, and perfect for summer.	",6.5,3.92,3,6,38,29,11,11,49,180,9,103,15,7,49
Tartare,5322,Sour - Berliner Weisse,122,Bear Republic Brewing Co.,"Notes:One of the world's classic sour beer styles, Tartare is Bear Republic's interpretation of Berliner Weisse, the tart, low-alcohol beer style dubbed as ""The Champagne of the North."" Bronze medal at the 2011 Festival of Wood and Barrel Aged Beer in the Wild Beer/Acidic Category Winner at 2013 Good Food Awards, Adventurous, Barreled, Big, Bawdy, & Belgian Beer Category	",4,4.33,3,6,48,24,10,3,28,200,6,62,9,4,27
Athena,5323,Sour - Berliner Weisse,122,Creature Comforts,"Notes:A refreshing, gently tart, German-style wheat beer. Our take on the classic Berliner has a blend of citric and fruit notes with nods to cider and sauvignon blanc.	",4.5,4.07,3,6,24,29,4,22,33,140,5,91,18,3,58
NOMADer WEISSE,5324,Sour - Berliner Weisse,122,Evil Twin Brewing,"Notes:Nomads; constantly moving, 'round and 'round; sometimes settle, if just for a bit.Perhaps the muse moves one to brew a sharp and clean session beer, one inspired by the Berliner-weisse of old, and the nomad rests. Enjoy this beer, here, there, perhaps north of Madison Square Park, in lovely New York City. Wherever you are, this beer was made nice, simply for you.	",4,3.92,3,6,47,29,10,11,25,149,12,65,11,2,50
Berliner Weisse,5325,Sour - Berliner Weisse,122,White Birch Brewing,"Notes:Our approach was to brew this beer with Lactobacilius for a refreshing and authentic interpretation of a classic summer refresher.	",5.5,3.71,3,6,43,33,10,12,53,172,4,104,18,1,53
DFPF,5326,Sour - Berliner Weisse,122,J. Wakefield Brewing,"Notes:Berliner Weisse brewed with dragon fruit and passion fruit	",3.5,4.54,3,6,12,15,4,0,88,129,0,110,5,1,6
